"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","HardwareVersion","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","ExtensionData","CustomFields","Id","Uid"
"VM1","PoweredOn","","VM1:","1","1","1024","1","HostSystem-ha-host","192.168.43.13",,"Folder-ha-folder-vm","vm","ResourcePool-ha-root-pool","Resources",,,,"Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v11","vmx-11","5245c6db-54ee-442c-4a05-b78cb7c5ea77","windows8Server64Guest","6.1601396324113011360168457031","6.1601400645449757575988769531","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-1","/VIServer=root@192.168.43.13:443/VirtualMachine=VirtualMachine-1/"
