"Name","Host","NumCpu","MemoryMB","CPU Usage (Average), Mhz","Memory Usage (Average), %","Network Usage (Average), KBps","Disk Usage (Average), KBps"
"VM1",,"1","1024","14.14","30.89","0.09","0.08"
